FID_Indore,FID_all_Gr,GRID_ID,Shape_Leng,OBJECTID_1,GRID_ID_1,ZONE_CODE,COUNT,AREA,MEAN,OID_,GRID_ID_12,sum_Road_l,sum_Length,Polyline_C,sum_Transp,Point_Coun,sum_Nos,Point_Co_1,sum_Nos_1,Point_Co_2,School_Nos,Shape_Le_1,Shape_Ar_1,sum_Health,Point_Co_3,Shape_Le_2,Shape_Area,Direction
1,6397,FC-214,2999.955996,0,FC-214,0,0,0,0,54718,,3.271699154,3.271354126,13,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025921945,4.83763E-05,South_East
1,6398,FD-214,2999.955996,4421,FD-214,4421,1,6.94444E-05,1252.054077,54719,,2.678543204,2.67872307,14,0,0,0,0,1,1,1,2999.955996,649499.99886200000,0,0,0.025921626,4.8375E-05,South_East
1,6399,FE-214,2999.955996,0,FE-214,0,0,0,0,54720,,1.163535736,1.162737514,3,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.015617688,1.14586E-05,South_East
1,6516,EC-213,2999.955996,0,EC-213,0,0,0,0,55188,,2.597729562,2.597638158,6,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.013144656,5.51046E-06,South_West
1,6517,ED-213,2999.955996,4494,ED-213,4494,1,6.94444E-05,4698.232422,55189,,8.273409312,8.270708454,63,0,0,0,0,0,0,0,2999.955996,649499.99886000000,1,1,0.02592099,4.83725E-05,South_West
1,6518,EE-213,2999.955996,4495,EE-213,4495,1,6.94444E-05,5840.128418,55190,,8.222458039,8.223079023,65,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921305,4.83737E-05,South_West
1,6519,EF-213,2999.955996,4496,EF-213,4496,1,6.94444E-05,7386.734863,55191,,8.395101655,8.395351497,61,0,0,0,1,0,0,1,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_West
1,6520,EG-213,2999.955996,0,EG-213,0,0,0,0,55192,,13.50127598,13.50001738,110,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_West
1,6521,EH-213,2999.955996,0,EH-213,0,0,0,0,55193,,10.4717409,10.47224224,89,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_West
1,6522,EI-213,2999.955996,0,EI-213,0,0,0,0,55194,,8.723006665,8.723382098,66,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_West
1,6523,EJ-213,2999.955996,4497,EJ-213,4497,1,6.94444E-05,7815.870117,55195,,12.50082073,12.50161064,88,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_West
1,6524,EK-213,2999.955996,4498,EK-213,4498,1,6.94444E-05,5792.839355,55196,,11.13518996,11.13523709,81,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921305,4.83737E-05,South_West
1,6525,EL-213,2999.955996,4499,EL-213,4499,1,6.94444E-05,2643.363037,55197,,6.278700837,6.278558451,47,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_West
1,6526,EM-213,2999.955996,0,EM-213,0,0,0,0,55198,,8.625662517,8.625775874,61,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_West
1,6527,EN-213,2999.955996,4500,EN-213,4500,1,6.94444E-05,1809.325439,55199,,2.433860162,2.433902994,9,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_West
1,6528,EO-213,2999.955996,4501,EO-213,4501,1,6.94444E-05,1858.140625,55200,,4.546201254,4.546202016,16,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_West
1,6529,EP-213,2999.955996,4502,EP-213,4502,1,6.94444E-05,1969.437988,55201,,0.721887386,0.72195194,3,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920988,4.83725E-05,South_West
1,6530,EQ-213,2999.955996,4503,EQ-213,4503,1,6.94444E-05,4919.394531,55202,,6.566197515,6.56552999,36,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_West
1,6531,ER-213,2999.955996,0,ER-213,0,0,0,0,55203,,3.576072769,3.574828757,26,0,0,0,0,0,0,0,2999.955996,649499.99886000000,1,1,0.023770101,3.13261E-05,South_West
1,6532,ES-213,2999.955996,0,ES-213,0,0,0,0,55204,,10.01022225,10.0102578,57,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.024391982,3.99061E-05,South_East
1,6533,ET-213,2999.955996,4504,ET-213,4504,1,6.94444E-05,2682.443848,55205,,4.408136536,4.408639946,24,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02038824,2.17181E-05,South_East
1,6534,EU-213,2999.955996,4505,EU-213,4505,1,6.94444E-05,2030.220825,55206,,2.156525586,2.157031386,17,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_East
1,6535,EV-213,2999.955996,4506,EV-213,4506,1,6.94444E-05,2368.474609,55207,,7.43293214,7.433886398,34,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.023020471,3.21248E-05,South_East
1,6536,EW-213,2999.955996,0,EW-213,0,0,0,0,55208,,2.15673986,2.155732362,6,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_East
1,6537,EX-213,2999.955996,4507,EX-213,4507,1,6.94444E-05,1487.206177,55209,,0.93559215,0.934948349,2,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.026537346,4.64693E-05,South_East
1,6538,EY-213,2999.955996,4508,EY-213,4508,1,6.94444E-05,1217.164551,55210,,2.304825075,2.304812269,22,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_East
1,6539,EZ-213,2999.955996,4509,EZ-213,4509,1,6.94444E-05,862.666687,55211,,1.928371093,1.928314102,11,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_East
1,6540,FA-213,2999.955996,4510,FA-213,4510,1,6.94444E-05,1047.71228,55212,,3.345798078,3.344834747,21,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921305,4.83737E-05,South_East
1,6541,FB-213,2999.955996,4511,FB-213,4511,1,6.94444E-05,1053.569458,55213,,4.692016596,4.693019852,42,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_East
1,6542,FC-213,2999.955996,0,FC-213,0,0,0,0,55214,,1.758579524,1.758447854,8,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025921307,4.83737E-05,South_East
1,6543,FD-213,2999.955996,4512,FD-213,4512,1,6.94444E-05,1237.522217,55215,,2.057299749,2.057028071,8,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592099,4.83725E-05,South_East
1,6544,FE-213,2999.955996,4513,FE-213,4513,1,6.94444E-05,939.5928345,55216,,2.360105328,2.360342438,7,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.019748616,2.32382E-05,South_East
1,6660,EB-212,2999.955996,0,EB-212,0,0,0,0,55683,,1.926074184,1.927342259,10,0,0,0,0,0,0,0,2999.955996,649499.99885800000,0,0,0.021569464,2.70167E-05,South_West
1,6661,EC-212,2999.955996,0,EC-212,0,0,0,0,55684,,1.846549277,1.847432359,9,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025129322,4.48815E-05,South_West
1,6662,ED-212,2999.955996,4596,ED-212,4596,1,6.94444E-05,2307.865479,55685,,0.791114244,0.791294602,13,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6663,EE-212,2999.955996,4597,EE-212,4597,1,6.94444E-05,5157.506836,55686,,13.08414649,13.08376679,100,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592067,4.83712E-05,South_West
1,6664,EF-212,2999.955996,4598,EF-212,4598,1,6.94444E-05,5792.429688,55687,,6.951281421,6.951181717,53,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6665,EG-212,2999.955996,4599,EG-212,4599,1,6.94444E-05,7132.541992,55688,,4.830135135,4.830602011,30,0,0,0,1,0,0,1,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_West
1,6666,EH-212,2999.955996,0,EH-212,0,0,0,0,55689,,5.079493915,5.079307138,43,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6667,EI-212,2999.955996,4600,EI-212,4600,1,6.94444E-05,10279.14746090000,55690,,6.610194029,6.609153697,44,0,0,0,1,0,0,1,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_West
1,6668,EJ-212,2999.955996,4601,EJ-212,4601,1,6.94444E-05,8685.3125,55691,,8.875237088,8.875674213,68,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6669,EK-212,2999.955996,4602,EK-212,4602,1,6.94444E-05,5671.643555,55692,,12.82713876,12.82755066,105,0,0,0,0,0,0,0,2999.955996,649499.99886000000,1,1,0.02592067,4.83712E-05,South_West
1,6670,EL-212,2999.955996,4603,EL-212,4603,1,6.94444E-05,4806.847656,55693,,3.347318598,3.347155308,22,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6671,EM-212,2999.955996,0,EM-212,0,0,0,0,55694,,4.036601138,4.036231406,21,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_West
1,6672,EN-212,2999.955996,4604,EN-212,4604,1,6.94444E-05,3105.991211,55695,,2.359025039,2.358647848,5,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_West
1,6673,EO-212,2999.955996,4605,EO-212,4605,1,6.94444E-05,1208.890015,55696,,3.221460588,3.220962777,15,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_West
1,6674,EP-212,2999.955996,4606,EP-212,4606,1,6.94444E-05,412.9611511,55697,,0.528489059,0.527800422,4,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920351,4.83699E-05,South_West
1,6675,EQ-212,2999.955996,4607,EQ-212,4607,1,6.94444E-05,2890.360107,55698,,3.63400505,3.634271155,30,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_West
1,6676,ER-212,2999.955996,0,ER-212,0,0,0,0,55699,,6.650029177,6.64974227,44,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.017605501,1.58296E-05,South_West
1,6679,EU-212,2999.955996,4610,EU-212,4610,1,6.94444E-05,2194.263672,55702,,4.646944547,4.646335033,29,0,0,0,0,1,1,1,2999.955996,649499.99886000000,1,1,0.009956309,1.09787E-06,South_East
1,6681,EW-212,2999.955996,0,EW-212,0,0,0,0,55704,,1.913828679,1.914323268,3,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.015370704,9.69379E-06,South_East
1,6682,EX-212,2999.955996,0,EX-212,0,0,0,0,55705,,3.659593073,3.659657454,28,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025632832,4.419E-05,South_East
1,6683,EY-212,2999.955996,4612,EY-212,4612,1,6.94444E-05,1037.28186,55706,,1.790454826,1.789935859,6,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_East
1,6684,EZ-212,2999.955996,4613,EZ-212,4613,1,6.94444E-05,1245.235352,55707,,2.01309151,2.012228501,9,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_East
1,6685,FA-212,2999.955996,4614,FA-212,4614,1,6.94444E-05,1016.046509,55708,,3.511920819,3.513223764,13,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.02592067,4.83712E-05,South_East
1,6686,FB-212,2999.955996,0,FB-212,0,0,0,0,55709,,1.180548928,1.179343749,5,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_East
1,6687,FC-212,2999.955996,0,FC-212,0,0,0,0,55710,,2.674667082,2.674911337,9,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920672,4.83712E-05,South_East
1,6688,FD-212,2999.955996,4615,FD-212,4615,1,6.94444E-05,952.4022217,55711,,1.836415976,1.836740383,4,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025920353,4.83699E-05,South_East
1,6689,FE-212,2999.955996,4616,FE-212,4616,1,6.94444E-05,760.2278442,55712,,0,0,0,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.020823823,2.63075E-05,South_East
1,6804,EA-211,2999.955996,4684,EA-211,4684,1,6.94444E-05,1055.670044,56178,,2.716534994,2.717225463,12,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.010217738,2.54941E-06,South_West
1,6805,EB-211,2999.955996,0,EB-211,0,0,0,0,56179,,4.969717075,4.969556182,35,0,0,0,0,0,0,0,2999.955996,649499.99885800000,0,0,0.025919717,4.83674E-05,South_West
1,6806,EC-211,2999.955996,4685,EC-211,4685,1,6.94444E-05,1249.170532,56180,,6.708175714,6.708549691,61,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_West
1,6807,ED-211,2999.955996,0,ED-211,0,0,0,0,56181,,14.57071255,14.57252227,99,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_West
1,6808,EE-211,2999.955996,4686,EE-211,4686,1,6.94444E-05,4883.283203,56182,,9.133437025,9.133273983,81,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920034,4.83687E-05,South_West
1,6809,EF-211,2999.955996,0,EF-211,0,0,0,0,56183,,11.59078747,11.59076971,82,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_West
1,6810,EG-211,2999.955996,4687,EG-211,4687,1,6.94444E-05,4435.832031,56184,,3.606074131,3.604811772,15,0,0,0,2,0,0,2,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_West
1,6811,EH-211,2999.955996,0,EH-211,0,0,0,0,56185,,2.159140902,2.158498662,10,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_West
1,6812,EI-211,2999.955996,4688,EI-211,4688,1,6.94444E-05,8914.624023,56186,,5.610178567,5.610507371,28,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_West
1,6813,EJ-211,2999.955996,0,EJ-211,0,0,0,0,56187,,5.948224881,5.947505062,41,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_West
1,6814,EK-211,2999.955996,4689,EK-211,4689,1,6.94444E-05,5627.490723,56188,,7.496477617,7.496728597,66,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920034,4.83687E-05,South_West
1,6815,EL-211,2999.955996,0,EL-211,0,0,0,0,56189,,7.41463538,7.414139578,46,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025338451,4.55757E-05,South_West
1,6816,EM-211,2999.955996,0,EM-211,0,0,0,0,56190,,7.945906862,7.946544724,54,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_West
1,6817,EN-211,2999.955996,0,EN-211,0,0,0,0,56191,,5.515267174,5.516873549,33,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.023758512,2.0933E-05,South_West
1,6818,EO-211,2999.955996,4690,EO-211,4690,1,6.94444E-05,1818.92395,56192,,2.743994438,2.744216019,14,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025606341,4.70404E-05,South_West
1,6819,EP-211,2999.955996,0,EP-211,0,0,0,0,56193,,0,0,0,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.021442828,1.45327E-05,South_West
1,6820,EQ-211,2999.955996,4691,EQ-211,4691,1,6.94444E-05,2224.607422,56194,,0.977669886,0.977993955,8,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.024491112,4.21255E-05,South_West
1,6821,ER-211,2999.955996,0,ER-211,0,0,0,0,56195,,2.965749105,2.964659617,14,0,0,0,0,2,2,2,2999.955996,649499.99886000000,0,0,0.005850434,1.37295E-06,South_West
1,6826,EW-211,2999.955996,4694,EW-211,4694,1,6.94444E-05,3439.034668,56200,,11.83495204,11.83439364,88,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.013867462,1.1845E-05,South_East
1,6827,EX-211,2999.955996,0,EX-211,0,0,0,0,56201,,6.819570014,6.819858751,38,0,0,0,0,1,1,1,2999.955996,649499.99886000000,0,0,0.023691388,3.66147E-05,South_East
1,6828,EY-211,2999.955996,4695,EY-211,4695,1,6.94444E-05,1474.375977,56202,,4.127085978,4.127469663,25,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_East
1,6829,EZ-211,2999.955996,0,EZ-211,0,0,0,0,56203,,4.332420422,4.332608085,26,0,0,0,0,0,0,0,2999.955996,649499.99886000000,1,1,0.025919717,4.83674E-05,South_East
1,6830,FA-211,2999.955996,4696,FA-211,4696,1,6.94444E-05,1272.345825,56204,,3.815207729,3.81317735,18,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920034,4.83687E-05,South_East
1,6831,FB-211,2999.955996,0,FB-211,0,0,0,0,56205,,1.450068777,1.450308134,3,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_East
1,6832,FC-211,2999.955996,4697,FC-211,4697,1,6.94444E-05,1124.612549,56206,,0.771866995,0.771868187,2,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025920036,4.83687E-05,South_East
1,6833,FD-211,2999.955996,0,FD-211,0,0,0,0,56207,,2.122230801,2.123633101,13,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919717,4.83674E-05,South_East
1,6834,FE-211,2999.955996,4698,FE-211,4698,1,6.94444E-05,828.1790161,56208,,0.355523734,0.355586283,2,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.023311845,3.52372E-05,South_East
1,6835,FF-211,2999.955996,0,FF-211,0,0,0,0,56209,,1.729447797,1.727701673,3,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.008186898,1.45578E-06,South_East
1,6949,EA-210,2999.955996,4770,EA-210,4770,1,6.94444E-05,998.3960571,56674,,1.445837958,1.445603566,2,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.01995053,2.24775E-05,South_West
1,6950,EB-210,2999.955996,0,EB-210,0,0,0,0,56675,,1.134463438,1.134761819,2,0,0,0,0,0,0,0,2999.955996,649499.99886100000,0,0,0.025919079,4.83649E-05,South_West
1,6951,EC-210,2999.955996,4771,EC-210,4771,1,6.94444E-05,1212.242554,56676,,4.258399887,4.257304272,25,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919398,4.83661E-05,South_West
1,6952,ED-210,2999.955996,4772,ED-210,4772,1,6.94444E-05,5405.382813,56677,,4.774449572,4.772858682,53,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025919079,4.83649E-05,South_West
1,6953,EE-210,2999.955996,4773,EE-210,4773,1,6.94444E-05,8381.582031,56678,,12.55121629,12.55457915,102,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919396,4.83661E-05,South_West
1,6954,EF-210,2999.955996,4774,EF-210,4774,1,6.94444E-05,6308.402832,56679,,3.487957508,3.48821641,17,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025919079,4.83649E-05,South_West
1,6955,EG-210,2999.955996,4775,EG-210,4775,1,6.94444E-05,7535.102539,56680,,8.50332595,8.503593443,40,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919398,4.83661E-05,South_West
1,6956,EH-210,2999.955996,0,EH-210,0,0,0,0,56681,,9.96465283,9.964922772,79,0,0,0,1,0,0,1,2999.955996,649499.99886200000,0,0,0.025919079,4.83649E-05,South_West
1,6957,EI-210,2999.955996,4776,EI-210,4776,1,6.94444E-05,9044.109375,56682,,9.82474668,9.822947643,73,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919398,4.83661E-05,South_West
1,6958,EJ-210,2999.955996,4777,EJ-210,4777,1,6.94444E-05,11846.47656250000,56683,,13.00958516,13.01119552,112,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025258675,4.12875E-05,South_West
1,6959,EK-210,2999.955996,4778,EK-210,4778,1,6.94444E-05,7675.961426,56684,,8.216083721,8.215989556,71,0,0,0,2,0,0,2,2999.955996,649499.99886000000,0,0,0.022436439,2.87154E-05,South_West
1,6961,EM-210,2999.955996,4779,EM-210,4779,2,0.000138889,7390.532715,56686,,13.63290157,13.6328707,112,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.017681706,1.56516E-05,South_West
1,6972,EX-210,2999.955996,0,EX-210,0,0,0,0,56697,,3.380830918,3.380409553,22,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.017552677,1.54033E-05,South_East
1,6973,EY-210,2999.955996,4788,EY-210,4788,1,6.94444E-05,2191.447998,56698,,2.104030211,2.104305644,17,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919398,4.83661E-05,South_East
1,6974,EZ-210,2999.955996,4789,EZ-210,4789,1,6.94444E-05,1852.189941,56699,,6.59230522,6.591922865,53,0,0,0,0,0,0,0,2999.955996,649499.99886200000,1,1,0.025919079,4.83649E-05,South_East
1,6975,FA-210,2999.955996,4790,FA-210,4790,1,6.94444E-05,1524.466064,56700,,2.786403245,2.787915139,15,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919396,4.83661E-05,South_East
1,6976,FB-210,2999.955996,0,FB-210,0,0,0,0,56701,,2.744445675,2.743222555,14,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025919079,4.83649E-05,South_East
1,6977,FC-210,2999.955996,4791,FC-210,4791,1,6.94444E-05,1591.0979,56702,,1.785430425,1.784252167,11,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025919398,4.83661E-05,South_East
1,6978,FD-210,2999.955996,4792,FD-210,4792,1,6.94444E-05,1511.141846,56703,,1.1521169,1.153842978,8,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.025919079,4.83649E-05,South_East
1,6979,FE-210,2999.955996,4793,FE-210,4793,1,6.94444E-05,1210.448486,56704,,2.954879394,2.955832095,11,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025797019,4.82681E-05,South_East
1,6980,FF-210,2999.955996,4794,FF-210,4794,1,6.94444E-05,821.0914307,56705,,0.605505657,0.605525869,3,0,0,0,0,0,0,0,2999.955996,649499.99886200000,0,0,0.022065015,2.44673E-05,South_East
1,7093,DZ-209,2999.955996,4883,DZ-209,4883,1,6.94444E-05,978.0958252,57169,,1.287996229,1.28760286,4,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.022004127,2.95484E-05,South_West
1,7094,EA-209,2999.955996,4884,EA-209,4884,1,6.94444E-05,1138.397461,57170,,4.139061516,4.139552594,26,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.024660484,3.90052E-05,South_West
1,7095,EB-209,2999.955996,0,EB-209,0,0,0,0,57171,,0.66044608,0.660249966,1,0,0,0,0,0,0,0,2999.955996,649499.99885800000,0,0,0.025918444,4.83623E-05,South_West
1,7096,EC-209,2999.955996,4885,EC-209,4885,1,6.94444E-05,1038.091064,57172,,0.935627089,0.934132712,2,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918761,4.83636E-05,South_West
1,7097,ED-209,2999.955996,4886,ED-209,4886,1,6.94444E-05,3807.456543,57173,,1.963542885,1.963228226,10,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_West
1,7098,EE-209,2999.955996,4887,EE-209,4887,1,6.94444E-05,6391.836426,57174,,7.243575025,7.243526014,66,0,0,0,1,0,0,1,2999.955996,649499.99886000000,0,0,0.025918759,4.83636E-05,South_West
1,7099,EF-209,2999.955996,4888,EF-209,4888,1,6.94444E-05,3653.185303,57175,,3.915856216,3.915621751,18,0,0,0,1,0,0,1,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_West
1,7100,EG-209,2999.955996,4889,EG-209,4889,1,6.94444E-05,9184.671875,57176,,9.462861353,9.462556112,54,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918761,4.83636E-05,South_West
1,7101,EH-209,2999.955996,0,EH-209,0,0,0,0,57177,,8.157177287,8.157843003,68,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_West
1,7102,EI-209,2999.955996,4890,EI-209,4890,1,6.94444E-05,11495.22753910000,57178,,11.50531822,11.50484969,84,0,0,0,1,0,0,1,2999.955996,649499.99886000000,1,1,0.025918761,4.83636E-05,South_West
1,7103,EJ-209,2999.955996,4891,EJ-209,4891,1,6.94444E-05,23209.59179690000,57179,,17.12066127,17.12119347,140,1,0,0,3,0,0,3,2999.955996,649499.99886000000,0,0,0.020593907,2.53655E-05,South_West
1,7117,EX-209,2999.955996,0,EX-209,0,0,0,0,57193,,3.709841247,3.7100711,35,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.010967181,1.5451E-06,South_East
1,7118,EY-209,2999.955996,4903,EY-209,4903,1,6.94444E-05,3587.690674,57194,,0.146329913,0.146329579,3,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025763755,4.8142E-05,South_East
1,7119,EZ-209,2999.955996,4904,EZ-209,4904,1,6.94444E-05,4034.053711,57195,,5.763077803,5.763432822,41,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_East
1,7120,FA-209,2999.955996,4905,FA-209,4905,1,6.94444E-05,3667.075439,57196,,2.63714895,2.637196929,18,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918759,4.83636E-05,South_East
1,7121,FB-209,2999.955996,4906,FB-209,4906,1,6.94444E-05,2628.153076,57197,,4.381576003,4.380422575,29,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_East
1,7122,FC-209,2999.955996,0,FC-209,0,0,0,0,57198,,2.073399746,2.07345161,11,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918761,4.83636E-05,South_East
1,7123,FD-209,2999.955996,4907,FD-209,4907,1,6.94444E-05,1664.791992,57199,,1.967349074,1.96750899,12,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918444,4.83623E-05,South_East
1,7124,FE-209,2999.955996,4908,FE-209,4908,1,6.94444E-05,1612.295288,57200,,1.492801319,1.49204918,5,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918761,4.83636E-05,South_East
1,7125,FF-209,2999.955996,4909,FF-209,4909,1,6.94444E-05,1327.313354,57201,,1.751444747,1.751777768,6,0,0,0,0,0,0,0,2999.955996,649499.99886000000,0,0,0.025918443,4.83623E-05,South_East
